id,tag,name,birthday,mcnum,tlpd_id,tlpd_db,lp_name,sc2e_id,country,race,dom_val,dom_start_id,dom_end_id,current_rating_id,romanized_name
20712,Elegy,,,,,0,,,PL,T,-2.00658968192153,26,27,7285743,
15590,Element,,,,,,,,RU,R,-1.61839812136688,26,27,7296477,
14544,EleMenTfiNi,,,,,0,,,CA,P,-1.80613371417652,66,67,7301381,
18632,kemachi,,,,,0,,,SK,Z,-1.88530489996895,30,31,7290192,
15816,Kemushi,,,,,,,,,P,-1.69478914509713,28,29,7291657,
18255,KisSame,,,,,0,,,BY,Z,-1.84907248213189,49,50,7298816,
12626,Liberation,,,,,0,,,CA,T,-1.46956313000809,30,31,7291565,
18901,Liberty,,,,,,,,RU,T,-1.96069973383875,52,53,7298125,
17576,LicCa,,,,,,,,,Z,-1.74112922180281,28,29,7286809,
17382,LichKingxxx,,,,,,,,,R,-1.75285091202419,26,27,7288332,
7922,Jdoe,,,5,,,,,AU,Z,-0.835790086607099,28,29,7286673,
3889,eLemeNt,,,,4429,2,,,DE,Z,-1.1398546144088,81,82,7289233,
7123,geko,,,,,,,,NZ,P,-0.911299773487129,29,30,7296396,
15462,GhostLink,,,,,,,,AU,Z,-1.64181665857897,25,26,7301218,
16721,gifford,"",,,,,"",,DE,T,-1.73582871764725,28,29,7290017,""
11247,GRZForce,,,,,,,,CR,P,-1.3047770411842,28,29,7290304,
13864,GuardianWisp,"",,,,,"",,TR,Z,-1.7741051679623,66,67,7302112,""
5555,holon,,,,,0,,,JP,Z,-0.965188104078141,26,27,7302556,Takahashi Daichi
12883,Horizonz,,,,,,,,CA,P,-1.48296458002436,27,28,7296761,
17683,HorkerPorker,,,,,,,,,R,-1.76623842911623,27,28,7291015,
8421,iJustARandom,,,,,,,,DE,Z,-0.803469293932009,25,26,7296519,
18104,Illusion,,,,,,,,FR,P,-1.75061138794852,29,30,7289101,
6557,NikethB,,,,,,,,US,T,,25,26,7297945,
15870,SailorLekalo,,,,,0,,,RU,Z,-1.84562283760522,48,49,7301890,
21403,Shalltear,,,,,,,,PL,Z,-1.99625651314257,27,28,7296948,
7133,Shambles,,,,,,,,AU,Z,-0.887154149525518,28,29,7290719,
1636,HorroR,"",,,2486,2,"",,IT,T,,25,26,7295178,
17758,ilovesc2,,,,,,,,,R,-1.79953331332005,29,30,7287782,
6168,ilovesky,,,,,,,,NO,T,-0.571162919708623,27,28,7285958,
3835,Isputs,Rüdiger Berding,,,4291,2,,,DE,Z,-1.34171760874219,135,136,7285419,
17372,JustMr,,,,,0,,,RU,P,-1.76921667742872,33,34,7297677,
9545,Kamina,"",,,,,"",,SE,Z,-1.16195313610377,69,70,7299211,""
16854,kosy,,,,,,,,JP,Z,-1.93082890850502,73,74,7285242,
15944,KoT,,,,,,,,RU,Z,-1.67126261960181,28,29,7289891,
6177,Koter,,,,,,,,ES,P,-1.05449212533214,28,29,7284969,
14519,Kron,,,,,,,,BR,R,-1.58978203920257,25,26,7292252,
3142,Eclipse,,,,2852,2,,,SG,P,-0.812073496927605,51,52,7293371,
13256,Eclipse,"",,,,,"",,DE,T,-1.46871339695356,46,47,7300847,""
19648,Eda,,,,,,,,SE,Z,-1.89517418236347,28,29,7285211,
12269,eddi,,,,,,,,PL,P,-1.31449043027696,25,26,7294622,
12185,eDen,"",,,,,"",,FR,T,-1.34823057396088,27,28,7298323,""
10499,EZWarlordz,Adam Gerberg,,,,0,,,CA,P,-1.41721151411539,44,45,7285331,
3151,Fah,ภูฟ้า สุทธิประภา,,,2937,2,"",,TH,T,-0.780049996713556,62,63,7294469,Phufah Suttiprapa
17541,fastethernet,,,,,,,,,R,-1.79652910826029,29,30,7292856,
13048,FastFive,,,,,0,,,DE,Z,-1.91168284920528,117,118,7302570,
18392,FastHitz,,,,,,,,US,T,-1.73293979092712,27,28,7285376,
10401,KagY,,,,,,,,UK,Z,-1.37275619203458,46,47,7290981,
11683,Kahldrogo,,,,,0,,,NO,Z,-1.36642640662096,36,37,7298080,
10631,Kai,,,,,,,,CA,Z,-1.41488664950054,28,29,7284896,
15711,Methos,,,,,,,,ZA,Z,-1.85459661468142,62,63,7289859,
21521,Obama,,,,,,,,DE,T,-1.98779481471346,26,27,7284062,
6548,PinkFloyd,,,,,,,,CA,Z,-2.00154332381061,267,268,7290162,
20179,Portal,,,,,,,,KZ,Z,-1.98071098443515,29,30,7290204,
8027,Prevail,Colin Cabral,,,,0,,,US,Z,-2.25744516748772,186,187,7283720,
5468,prevolved,,,,,,,,US,P,-0.967332159642162,33,34,7299423,
10140,PurpleStain,Anders Ingebrigtsen,,,,0,"",,NO,T,-2.16364397270098,152,153,7285274,""
12722,pyroar,,,,,,,,PL,P,-1.38316536519124,28,29,7297926,
19542,Python,,,,,,,,VN,T,-2.03737333760392,41,42,7287357,
9968,Ravengg,Богдан Воронин,,,,0,,,RU,Z,-1.27764325787095,37,38,7300415,Bogdan Boronin
10640,iDroneHard,,,,,,,,US,Z,-1.29111871232734,28,29,7287508,
3885,iknowKungFu,,,,4427,2,,,DE,Z,-0.806086469324652,26,27,7294804,
13923,Iksf,"",,,,,"",,UK,Z,-1.93353821748036,106,107,7295685,""
9099,iluvatarGats,Gaspar Romero,,,,0,,,BO,P,-0.798843534753315,26,27,7292338,
19794,imbomadslice,,,,,,,,,R,-1.85152077713271,25,26,7296748,
18370,IMChobo,,,,,,,,KR,T,-1.59786617212777,27,28,7287731,
11966,ImChris,,,,,0,,,PE,T,-2.03288065185441,114,115,7294973,
8428,IMComingHome,Sébastien D,,,,0,"",,CH,Z,-1.19786845487996,33,34,7288308,""
10837,IMConflicted,,,,,,,,US,Z,-1.3018096249639,27,28,7299980,
4068,InteGrand,,,,4902,2,,,AU,Z,-0.799921651204054,27,28,7302847,
7652,Itzibitzi,Peter Medom,,,,,"",,DK,P,,25,26,7295732,
15886,ItzMamba,,,,,,,,,Z,-1.71510414237596,28,29,7285910,
15115,itzNaix,"",,,,,"",,PL,Z,-1.83341350536942,51,52,7294515,""
12126,Itzwil,"",,,,,"",,CA,T,-1.46008917926865,33,34,7288948,""
15083,jamman,,,,,,,,,R,-1.6461426073022,28,29,7288717,
7738,Jammin,,,,,,,,AU,Z,-0.866297996184522,28,29,7295808,
13639,Janus,"",,,,,"",,DE,P,-1.64043156315441,59,60,7290979,""
20588,Janush,,,,,,,,PL,Z,-1.98895737748474,26,27,7302438,
14045,janyr,,,,,,,,TW,Z,-1.57007094607891,25,26,7289659,
17190,jaP,,,,,0,,,KR,T,-1.64760497259479,41,42,7293725,
20020,Kazim,,,,,,,,RU,Z,-2.05936037739473,34,35,7301766,
6334,Sorrow,,,,,,,,TW,P,,25,26,7287858,
3154,icedragon,David Barlow,,,2811,2,,,US,T,-0.574013229944589,33,34,7292530,
5564,KoloSSaL,Andrea Medda,,,,0,,,IT,P,-1.15818536140677,58,59,7295649,
5386,Kolovrat,,,,,,,,RU,Z,-0.903977058222372,26,27,7293939,
16248,Kolper,,,,,,,,AR,P,-1.70042359729074,28,29,7300852,
16857,kouteiserosu,,,,,0,,,JP,T,-1.77694772179719,27,28,7286532,
6739,KOVU,,,,,0,,,DK,P,,25,26,7297417,
14893,Kowalski,,,,,,,,PL,R,-1.53606836401165,32,33,7299383,
7481,Kumbee,,,,,,,,PH,T,-0.78099919273332,28,29,7294606,
1081,LASKER,Аляксей Пастушенко,,,2490,2,,,BY,P,-0.479269062596031,29,30,7296160,Alyaksey Pastushenko
15793,LaTeGaMe,,,,,,,,RU,P,-1.69649653124907,29,30,7285908,
9215,LoseYourself,,,,,0,,,BG,Z,-1.7087151523206,109,110,7293066,Dilyan Ivanov
11296,LoVe,,,,,,,,PL,Z,-1.23469681999621,28,29,7300723,
455,LoZ,Emilio Maffi,,,2020,2,,239,IT,T,-0.570773418849899,43,44,7294353,
6656,Seth,,,,,,,,US,R,,25,26,7285768,
19897,EvolPenguin,,,,,,,,US,P,-2.03790207896357,33,34,7302021,
17412,Historia,"",,,,,"",,IT,T,-1.75987256489794,26,27,7285703,""
11140,jomare,,,,,,,,CL,P,-1.92624115319466,157,158,7284113,
6217,JomzPv,,,,,,,,PH,Z,-0.965280725706766,48,49,7290395,
20378,Jornada,,,,,,,,US,P,-2.0429954142572,28,29,7300250,
11556,JustDOIT,"",,,,,"",,DE,T,-1.31706874819407,31,32,7288647,""
12546,JustyKush,,,,,,,,CA,Z,-1.34137606558611,28,29,7300880,
5513,Juustokalle,,,,,,,,FI,T,-0.9686777416736,26,27,7295104,
21470,Kwan,,,,,,,,,T,-2.01396285414033,26,27,7283965,
4913,Latex,Patrick Stadler,,,,0,,,DE,Z,-1.28043237117836,82,83,7302039,
11857,Limerence,,,,,,,,AU,P,-1.61089796184383,29,30,7287676,
6259,MarineMario,,,,,,,,DE,T,-1.00643058870987,27,28,7287711,
21275,Melodie,,,,,,,,,P,-1.9717674674099,28,29,7284019,
2252,Kryptonite,,,3,4900,3,,,US,Z,-1.32974254748517,106,107,7292640,
11604,KrzyMal,Krzysztof Sypniewski,,3,,0,"",,PL,P,-2.02835952813143,138,139,7293077,""
19727,Universe,,,,,0,,,MX,Z,-1.89655808073373,37,38,7284636,
15565,DuckloadRa,,,,,,,,CL,P,-1.8123574915285,63,64,7292956,
2821,dudeman,Justin Jozwiak,,,2230,3,,,US,T,,25,26,7290705,
7613,JuGGernaut,Levente Kovássy,,,,0,,,HU,T,-1.40636620981653,82,83,7297536,
17844,Kristina,,,,,,,,RU,Z,-1.76929514749545,28,29,7296471,
16341,Kritter,James Bonvanie,,,,0,"",,US,P,-1.72541736383821,49,50,7296395,""
17511,KriXuS,,,,,,,,CR,T,-1.839846080662,53,54,7287185,
8924,Malin,,,,,0,,,SE,R,-1.21253714438978,28,29,7301718,
14118,CptBIOBALL,"",,,,,"",,FR,T,-1.58403828001054,25,26,7300428,""
17792,Flex,"",,,,,"",,NL,P,-1.98627934630037,72,73,7301669,""
11267,FraGG,Владислав Калитин,,,,0,,,UA,P,-1.36861921641237,26,27,7285477,Vladislav Kalitin
13153,Fraggzy,Erik Hauger,,,,0,,,NO,T,-2.09599964941646,141,142,7301810,
6012,FragQuenz,Simeon Arand,,,,0,,,DE,T,-1.10321774324984,38,39,7288767,
3971,Frammer,,,,4576,2,,,DE,P,-0.809330275669823,25,26,7290401,
14512,framos,,,,,0,,,BR,Z,-1.58753841998603,25,26,7294588,
2119,FrancisKO,Francisco Rodriguez,,,,0,,,CL,T,-1.49325072817407,125,126,7297173,
12993,Freak,,,,,,,,US,P,-1.41418072806683,26,27,7295849,
17013,ftwcheese,,,,,,,,DE,P,-1.75492707632488,34,35,7297361,
13019,faz,,,3,,,,,,T,-1.50583580008672,29,30,7285676,
5145,hood,,,3,,,,,PT,T,-1.01680918533728,28,29,7295395,
8843,Furor,"",,4,,,"",,AU,T,-1.00990629719452,28,29,7287250,""
958,BluBla,Aleksander Górski,,,1861,2,,,PL,Z,,25,26,7289169,
6509,Cammalleri,,,,,0,,,CA,P,,25,26,7292340,
2157,Cammco,,,,,,,,,Z,-0.885377821681596,28,29,7290262,
12829,FluRe,"",,,,,"",,,Z,-1.33164846840788,25,26,7300688,""
5058,Fluttershy,,,,,0,,,UA,Z,-0.995101051816487,53,54,7301527,Denis Boiko
21122,Funis4Loserz,,,,,,,,US,T,-1.98182655866435,29,30,7283933,
20858,goodini,,,,,,,,RU,P,-1.97300083865679,25,26,7287153,
18486,Hoody,,,,,,,,,T,-1.80309072222553,28,29,7287644,
9478,Hamish,,,3,,0,,,US,T,-2.15376736271984,164,165,7297722,
17553,Icewords,,,,,,,,CN,T,-1.76365048126037,26,27,7293617,
13215,Idunno,"",,,,,"",,,T,-1.40894037692293,25,26,7298142,""
20211,iFrozeN,,,,,0,,,BR,T,-1.91697822673287,30,31,7294912,
15978,IGatcptnpump,,,,,0,,,DE,T,-1.64151514876168,28,29,7301219,
21215,iGenii,,,,,,,,RU,T,-1.94505887590447,28,29,7301630,
2888,IggytheFisk,,,,2371,3,,,SE,Z,,25,26,7289742,
19120,ImrA,,,,,0,,,CH,Z,-1.76148331747095,26,27,7295400,
18290,jackson,,,,,,,,CA,T,-1.78507605306469,28,29,7287259,
17794,jacksonnel,"",,,,,"",,NL,R,-1.75560743063015,26,27,7294736,""
14612,jackstark,,,,,,,,PE,P,-1.60481984226354,28,29,7296166,
1038,jadu,Simon Karlsson,,,2364,2,,,SE,P,-1.97428976876647,273,274,7283999,
13091,FireFly,,,,,,,,ES,Z,-1.77110008427005,103,104,7295428,
2524,Flarierza,,,,,,,,AU,T,-0.720047595278827,28,29,7296509,
9974,Hord,,,,,,,,RU,Z,-1.2402036849754,28,29,7302684,
17915,Karen,,,,,0,,,US,Z,-1.87184586721896,44,45,7302028,
15705,kebeko,,,,,,,,PL,Z,-1.64377357941386,29,30,7285271,
20589,KillSonik,,,,,,,,,Z,-1.97640412300257,26,27,7294523,
19626,°Ky,,,,,,,,CU,Z,-1.84982352841622,27,28,7302923,
17178,Lampa,"",,,,,"",,MD,T,-1.89702085355954,35,36,7294429,""
11787,LegoSpartan,,,,,,,,US,Z,-1.36483989917783,28,29,7288325,
2536,legosu,"",,,2288,2,"",,CA,P,-0.638318617039086,39,40,7289768,
19481,gardemarin,,,4,,,,,RU,T,-1.86587836825856,27,28,7296491,
7914,GiggleFairy,,,4,,,,,AU,Z,-0.821627080757758,28,29,7286036,
6891,Gabba,,,,,,,,DE,T,-1.01601580276898,27,28,7292135,
16958,Gamjar,"",,,,,"",,NO,R,-1.70736404736379,27,28,7289567,""
15226,GARUMA,,,,,,,,JP,R,-1.66406181914181,31,32,7298127,
10316,Guillemot,Benjamin Kristóf,,,,0,,,HU,P,-2.43214454575786,162,163,7283673,
11466,Guillermoman,,,,,,,,US,T,-1.33817309727339,25,26,7301454,
1168,hanf,Johannes Morlo,,,,,,,DE,P,,25,26,7295561,
17392,HanJoonHee,,,,,0,,,KR,T,-1.58081199421053,26,27,7291709,
11290,Hennmule,,,,,,,,US,P,-1.27829834906367,28,29,7293305,
6301,Archile,,,,,,,,US,T,-1.93624174357568,171,172,7287274,
18944,Baho,,,,,,,,PE,T,-1.81156457400726,26,27,7293348,
21240,BaiLLiE,,,,,,,,US,Z,-2.02563574006544,28,29,7283888,
12457,BaKady,"",,,,,"",,,P,-1.35341456034372,27,28,7296826,""
7494,bane,,,,,,,,PH,P,-0.795711688893105,25,26,7288564,
11768,beezon,,,,,,"",,UA,T,-1.34457046032377,29,30,7287008,
9128,Hayemaker,,,,,,,,UK,P,-0.769924463823155,27,28,7285628,
21445,Huach,,,,,0,,,BO,P,-1.94714363898661,26,27,7297020,
9804,Hubaleque,Laerte Carvalh,,,,0,,,BR,T,-1.53648894557237,81,82,7298069,
7675,Bennyk,Benjamin Khor,,,,0,,,MY,Z,-1.07796217498336,59,60,7284993,
19870,CalvinD,,,,,,,,FR,Z,-1.84648149367237,25,26,7294010,
21299,calvo,,,,,,,,ES,Z,-1.9970489010353,28,29,7283986,
7539,CarLoZ,,,,,,,,PH,R,-0.806232262598343,29,30,7297798,
12910,Dangomarr,Łukasz Ocalewski,,,,0,,,PL,Z,-1.58419811202743,48,49,7289267,
17258,ethanyul,,,,,,,,US,P,-1.65809195410717,28,29,7286124,
18202,Exes,"",,,,,"",,,Z,-1.74806678899568,28,29,7285159,""
20038,IamaPatch,,,,,,,,,R,-1.95093792426279,28,29,7296423,
15795,iamlegend,,,,,,,,PL,T,-1.64740244555382,29,30,7290722,
10605,IAmLeGenD,"",,,,,"",,DE,P,-1.85849511416596,118,119,7292434,""
4609,Echoes,,,3,,,,,AU,P,-0.834097448982364,29,30,7288522,
3196,Ether,Dustin Covey,,3,3100,2,,,US,Z,-0.699878816943474,33,34,7296397,
7771,Gear,,,4,,,,,AU,R,-0.601705770961027,28,29,7288868,
15344,MashStudios,,,5,,0,,,BR,P,-1.86884226003753,39,40,7285288,
21407,Basti,,,,,,,,DE,Z,-1.97485290715589,27,28,7284582,
10575,BlameGame,"",,,,,"",,US,Z,-1.35844909813594,39,40,7288488,""
13018,Broly,,,,,,,,US,Z,-1.41080612133252,26,27,7300585,
9184,Bromo,,,,,,,,,Z,-0.85611445194698,26,27,7299269,
1008,Kyo,Luke Yocum,,,3673,2,"",,US,P,-1.55314474500918,149,150,7300006,
13702,Madzaka,,,,,,"",,JP,P,-1.44494837395128,25,26,7302346,
16928,Maelnor,,,,,,,,US,R,-1.74917830943446,25,26,7301476,
17812,maelstrom,,,,,,,,EC,Z,-1.96908415481979,62,63,7289116,
15299,NaNar,,,,,,,,FR,R,-1.64829954834261,26,27,7299252,
2052,lilac,,,3,,,,,KR,T,-0.730049639646186,26,27,7297481,
7774,DevilsPants,,,4,,,,,AU,Z,-0.848292350857427,28,29,7294948,
19126,exitus,,,4,,,,,CZ,P,-1.84832068207189,28,29,7294970,
4569,Crank,,,,,,,,DE,P,-0.919823823595652,28,29,7294235,
4704,Crash,,,,,,,,UA,Z,-0.9117900875003,25,26,7301961,
14362,Crash,,,,,,,,US,T,-1.57340567813599,28,29,7300116,
13381,Crasher,,,,,0,,,ES,T,-1.79392236650637,91,92,7288969,
6838,DotNemesis,,,,,,,,,Z,,25,26,7290098,
1282,FluksikartoN,Георги Антонов,,,2739,2,,,BG,T,-0.514640449141128,27,28,7299971,Georgi Antonov
18077,KpeBeTko,,,,,,,,RU,Z,-1.7852294289536,29,30,7301198,
14179,BoToR,"",,2,,,"",,PL,T,-1.84785615264511,61,62,7285326,""
2128,Cakez,David Combs,,2,3107,3,,,US,Z,-0.925693871619174,80,81,7290881,
337,Akki,Arthur Roskos,,3,2296,2,,,DE,Z,-0.839890109414823,65,66,7289025,
9326,Alex,,,3,,0,,,UA,R,-1.81484645861893,124,125,7295271,
8820,CaptainAM,胡旭宇,,3,,0,"",,CN,P,-1.53466796865582,120,121,7299883,Hu Xuyu
6380,BoardingPear,Mitchell Wright,1996-09-06,3,,0,,,AU,Z,-1.38501018457628,56,57,7288506,
8844,Boarvolk,"",,3,,,"",,AU,Z,-0.947261601017535,28,29,7300989,""
7618,BonJA,,,3,,0,,,KR,Z,-0.880761136559256,28,29,7291286,
2317,bono,,,3,4746,3,"",,KR,T,-0.762276334555766,44,45,7296060,Kim Hyun Hyung
2492,ElkY,Bertrand Grospellier,,3,,0,,,FR,T,,25,26,7286251,
3317,Cry,Shawn Mowery,,3,3656,2,,,US,T,-0.826889322651174,44,45,7294679,
11242,FurY,,,3,,,,,DE,Z,-2.09348209145012,108,109,7297782,
9351,DavidGhetto,,,,,,,,NZ,T,-1.20168667621638,28,29,7288760,
17635,Emina,,,,,,,,TH,P,-1.75586494349603,27,28,7301850,
20383,EMM,,,,,,,,DE,P,-2.0129743033642,28,29,7291261,
5378,EmmaHewitt,,,,,,,,RU,T,-0.917928045017214,26,27,7292310,
11251,EMP,"",,,,,"",,DE,P,-1.30612305241454,28,29,7287985,""
9337,Cristiger,Christian Quispe Orccon,,,,0,,,PE,Z,-1.75544985324893,99,100,7286722,
10848,DarkSoul,Bartosz Opieka,,,,0,,,PL,P,-1.52246961571851,64,65,7287620,
510,Daut,Дарко Дауτовић,,,1942,2,,,RS,T,-0.55181513248089,29,30,7285537,Darko Dautovic
17709,dman5288,,,,,,,,,R,-1.7670552579128,27,28,7300070,
17173,FatalBoy,,,,,,,,RU,P,-1.93804005005566,62,63,7299782,
711,Fayx,Christoph Ickels,,,3338,2,,,DE,P,-0.710792645084044,33,34,7288898,
20831,Flamingo,,,,,,,,,T,-1.9781511505393,25,26,7286377,
16066,ForbZzz,,,,,,,,BY,Z,-1.62927930460293,28,29,7294712,
11421,FreshZ,"",,,,,"",,BR,Z,-1.28706341248644,27,28,7299897,""
18001,GabiN,,,,,,,,BO,P,-1.75713065472614,26,27,7294716,
16182,Gabrielrere,,,,,,,,,R,-1.70808129519973,28,29,7288127,
17904,Gerar,,,,,,,,CL,Z,-1.80297923625398,27,28,7288454,
10329,Gerd,"",,,,,"",,DE,Z,-1.73491861016428,106,107,7287700,""
6870,Gibybo,Trevor Madsen,,,,0,,,US,P,,25,26,7296193,
4506,Goedebuur,,,,,,,,NL,P,-0.986404318496853,34,35,7287200,
15588,GoldenCargo,,,,,,,,RU,R,-1.6355043168581,26,27,7286695,
9093,GoldenLegion,,,,,,,,IN,P,-1.22526898911613,28,29,7297930,
17437,GoldenPlayer,"",,,,,"",,,P,-1.63440540144523,25,26,7299659,""
19136,GoldenSad,,,,,,,,CN,T,-1.83877906466206,28,29,7292377,
18445,Gorgatron,,,,,0,,,US,P,-1.96693345194696,57,58,7289795,
3152,fur,Seamus Coppick,,2,2939,2,,,AU,T,-1.10994082812864,102,103,7293633,
13598,BlackMikes,"",,4,,,"",,CZ,T,-1.86889112958277,169,170,7297335,""
11397,ApolloPrime,,,,,0,,,US,Z,-1.45307770270991,55,56,7299645,
439,Druzdil,Wojciech Pawlowicz,,,2197,2,,,PL,T,-1.05073950036368,65,66,7285600,
10411,DrZerg,"",,,,,"",,PL,Z,-1.48859029846494,64,65,7291133,""
6475,EVE,,,,,0,,,KR,P,,25,26,7285171,Park Jae Shin
11234,EverGreen,,,,,0,,,KZ,T,-1.39535621422122,30,31,7290356,
2964,eyekenspelSG,,,,2150,2,,,US,P,-0.501703896004388,25,26,7294797,
16350,Grach,,,,,,,,RU,R,-1.69702786594503,28,29,7286437,
13560,Grade,,,,,,,,CN,P,-1.43025684089011,26,27,7300549,
20560,Gsbet,,,,,,,,US,R,-1.98737748573953,27,28,7290862,
8662,GTR,Aroun Lepkhammany,,,,0,,,AU,T,-0.918113209873301,27,28,7288337,
18637,Guzik,,,,,,,,PL,Z,-1.82668042745811,30,31,7298056,
15245,Guzmán,,,,,,,,ES,T,-1.65457817927181,25,26,7291942,
17243,Bushido,,,,,,,,US,T,-1.74217332785634,28,29,7288589,
14193,Caalis,,,,,0,,,PL,Z,-1.5259430876654,27,28,7287354,
7222,cableman,,,,,,,,US,P,-1.06107421140773,29,30,7293581,
14688,cacato,,,,,,,,FR,Z,-1.59750118138076,29,30,7296272,
4802,cake,,,,,,,,US,P,-0.735195964492716,28,29,7290636,
16916,CARLM,,,,,,,,UK,T,-1.75992403958416,25,26,7289250,
13437,Ceasar,Christian Volgmann,,,,,"",,DE,P,-1.50209896897473,30,31,7291602,""
18411,Cheerio,"",,,,0,"",,,Z,-1.80489358321147,27,28,7297780,""
3830,Crusader,Caius Crisan,,,4279,2,,,RO,T,-0.905042492832816,69,70,7293338,
18065,CuBeToOl,,,,,,,,,R,-1.77515243225009,25,26,7295401,
15186,DaFlickSta,,,,,,,,,P,-1.63363515644061,26,27,7299273,
8334,Aquila,,,,,,,,NZ,Z,-1.14933394320057,28,29,7287524,
8664,blackwaltz,,,,,,"",,SG,T,-0.917781545219711,27,28,7286463,
14895,BlackWidow,,,,,,,,PL,R,-1.60268369743529,25,26,7288267,
10656,Blade,,,,,,,,KR,P,-1.17940027746498,50,51,7287291,
18121,Blade,,,,,,,,RO,P,-1.76627286810211,28,29,7296540,
19953,BlazeFort,,,,,,,,US,T,-1.97556387466224,38,39,7286593,
10744,Blazejwa,,,,,0,,,US,T,-1.40679879868576,41,42,7288955,
7734,Bleek,,,,,,,,NZ,Z,-0.878955286363635,28,29,7300443,
14287,BlEss,,,,,0,,,KR,P,-1.61263320159105,67,68,7302237,
15289,BleuSitri,,,,,0,,,KR,P,-1.46461432948784,33,34,7285867,
16770,haik,,,,,,,,FR,Z,-1.81309381733387,27,28,7291880,
6383,Hairymuppet,,,,,,,,AU,P,-1.06630839832288,28,29,7290572,
19595,Hexe,,,,,,,,,Z,-1.86822274680847,28,29,7295150,
15779,JaunPunchMan,"",,,,,"",,DE,P,-1.66628435684274,28,29,7293046,""
14342,Kaylan,"",,,,,"",,BE,Z,-1.61204721131803,28,29,7291690,""
4128,KidziaK,,,,,0,,,PL,P,-1.80754371782428,190,191,7288357,
6495,Kuo,,,,,0,,,CA,P,,25,26,7288525,
21417,Blessings,,,,,,,,HN,Z,-1.97167029801293,27,28,7297032,
20166,bLiCE,,,,,,,,VN,Z,-1.9421453239112,28,29,7300446,
5000,Cereal,Joshua LeBlanc,,,,0,,,CA,Z,-2.0028024935698,205,206,7302042,
10155,Daedric,,,,,0,,,GR,T,-1.31185073102781,32,33,7300418,
3791,Elinar,,,,4245,2,,,SE,P,-0.772211151617592,28,29,7290351,
9666,Flume,"",,,,,"",,US,P,-2.0333321859151,163,164,7285505,""
8398,GhBertrand,,,,,,,,CN,T,-1.15478376121348,28,29,7285950,
19190,Gheorghe,,,,,,,,,T,-1.83892916511796,26,27,7290086,
10797,grets,,,,,,"",,UA,T,-1.58620196264818,70,71,7292416,
13995,Gromo,,,,,,,,PL,T,-1.63065821485527,33,34,7300353,
17297,Groover,,,,,,,,,P,-1.75528999961723,27,28,7292271,
13842,Groovyman,"",,,,,"",,US,T,-2.00125409095171,111,112,7290316,""
13370,IntoTheRingS,심현승,,,,0,,,KR,T,-1.84537020562032,122,123,7288862,
14293,KingSlayer,"",,,,0,"",,CA,P,-1.83671864436245,97,98,7289087,""
19405,KingSlayeR,李瑞洋,,,,0,,,CN,T,-1.99933399233073,43,44,7284520,
3095,GETSLAMT,Jay Tran,,,3687,2,,,US,P,-0.774136541443192,48,49,7300469,
5210,GuessWho,,,,,,,,AU,Z,-0.65520962672799,28,29,7302834,
13223,Gyulzzing,강정우,,,,0,,,KR,P,-1.75185021134473,124,125,7284637,Kang Jung Woo
11338,habl,"",,,,,"",,,Z,-1.29401334200594,28,29,7292000,""
17770,hachicken,,,,,,,,AU,R,-1.76962521823015,26,27,7294674,
19203,Hakkiu,,,,,,,,JP,T,-1.82546014162992,26,27,7295493,
21155,Hard,,,,,,,,RO,T,-2.03326226968701,29,30,7283890,
14432,HoBBiT,Tobias Brøndum,,,,,"",,DK,P,-1.62753611943805,26,27,7291427,""
20313,Jellab,,,,,,,,UK,P,-1.96265830896766,28,29,7302465,
4050,Jellikit,,,,4184,2,,,SE,T,-0.846862340172466,27,28,7288511,
21477,deboa,,,,,,,,,Z,-1.94789612895354,26,27,7284307,
3185,Faith,Kelvin An,,,2962,2,"",,US,T,-0.944611316084087,86,87,7293517,
8246,Fruitdealer,,,,,,,,RU,Z,-1.08463595905019,28,29,7288307,
20660,FruitDealer,,,,,,,,CA,T,-1.97282465024976,26,27,7302755,
1418,FruitJuice,Stefan Sörell,,,2157,2,"",,SE,S,-0.914633539675336,84,85,7287494,""
9229,Gyuri,,,,,,,,US,P,-1.1614258906195,28,29,7290715,
8911,JeyJeyJ,,,,,,,,DE,R,-1.43187231874698,59,60,7298803,
18068,Jingles,,,,,,,,BR,Z,-2.01886884597279,62,63,7296938,
8962,Jinn,"",,,,0,"",,US,T,-1.76841853575302,122,123,7293983,""
6897,jinro,,,,,,,,BS,T,-1.02111281356555,27,28,7299633,
3999,Coppii,Kjetil Kallhovd,,,4620,2,"",,NO,P,-0.808776152673831,25,26,7302676,
11326,CoralReef,"",,,,,"",,,T,-1.25878404211762,28,29,7291689,""
2204,Coramoor,John Wippersteg,,,,,"",,CA,P,-0.810326100104879,25,26,7291829,
20183,daGovenah,,,,,0,,,CA,P,-2.04972995458477,29,30,7290270,
11295,Desta,,,,,,,,MY,P,-1.37633443394551,28,29,7295044,
16862,DexSeS,,,,,,,,CL,P,-1.79528089247791,28,29,7302522,
9600,DexterMorgan,"",,,,,"",,NL,T,-0.90740456032434,29,30,7302722,""
8021,deZ,,,,,,,,CA,P,-1.06353982951481,26,27,7291610,
10449,DOMINIC,,,,,,,,PE,T,-1.91521006140173,140,141,7299377,
7095,deneb,,,,,,,,SG,T,-0.993569631219629,80,81,7285550,
5806,DerZerFetzer,,,,,0,,,DE,Z,-1.95961160811266,170,171,7294959,
